u_id,group_id,lat,lon,sitename,filename,elevation,country,gcmd_location,author,pub_year,title,journal,archive_type,min_yr,max_yr,proxy,num_record,num_control,url,process_group,resolution
55,55,-15.1035,-75.688,M77_2_003_2,M77_2_003_2.Salvatteci.2019.lpd,-271,Pacific Ocean>South Pacific Ocean,Pacific Ocean>South Pacific Ocean,"Salvatteci, Renato; Schneider, Ralph R.; Blanz, Thomas; Molliera芒鈥毬偮怴ogel, Elfi",2019,Deglacial to Holocene ocean temperatures in the Humboldt Current system as indicated by alkenone paleothermometry,Geophysical Research Letters,MarineSediment,784.35,17297.35,alkenone,200,5,10.1594/PANGAEA.897235,wave3,12.11166959
56,56,-9.295,-79.6185,M77_2_029_3,M77_2_029_3.Salvatteci.2019.lpd,-433,Pacific Ocean>South Pacific Ocean,Pacific Ocean>South Pacific Ocean,"Salvatteci, Renato; Schneider, Ralph R.; Blanz, Thomas; Molliera芒鈥毬偮怴ogel, Elfi",2019,Deglacial to Holocene ocean temperatures in the Humboldt Current system as indicated by alkenone paleothermometry,Geophysical Research Letters,MarineSediment,800.858,17589.97,alkenone,270,5,10.1594/PANGAEA.897235,wave3,16.08185114
57,57,-3.9502,-81.3205,M77_2_059_1,M77_2_059_1.N_rnberg.2015.lpd,-997,Pacific Ocean>South Pacific Ocean,Pacific Ocean>South Pacific Ocean,"N _rnberg, Dirk; Boschen, Tebke; Doering, Kristin; Mollier-Vogel, Elfi; Raddatz, Jacek; Schneider, Ralph",2015,Sea surface and subsurface circulation dynamics off equatorial Peru during the last 17 kyr,Paleoceanography,MarineSediment,63,17295,Mg/Ca,270,10,10.1594/PANGAEA.848848,wave3,15.66852368
58,58,-13.0825,121.788,MD01_2378,MD01_2378.Xu.2008.lpd,-1783,Indian Ocean,Indian Ocean,"Xu, Jian; Holbourn, Ann; Kuhnt, Wolfgang; Jian, Zhimin; Kawamura, Hiroshi",2008,Changes in the thermocline structure of the Indonesian outflow during Terminations I and II,Earth and Planetary Science Letters,MarineSediment,730,23070,Mg/Ca,222,5,10.1594/PANGAEA.831198,wave3,9.93733214
59,59,6.6353,113.409,MD01_2390,MD01_2390.Steinke.2008.lpd,-1545,Pacific Ocean>Western Pacific Ocean>South China Sea,Pacific Ocean>Western Pacific Ocean>South China Sea,"Steinke, Stephan; Kienast, Markus; Groeneveld, Jeroen; Lin, Li-Chuan; Chen, Min-Te; Rendle-B _hring, Rebecca",2008,Proxy dependence of the temporal pattern of deglacial warming in the tropical South China Sea: Toward resolving seasonality,Quaternary Science Reviews,MarineSediment,1050,21210,Mg/Ca,205,5,10.1594/PANGAEA.726888,wave3,10.16865079
60,60,44.5275,145.004,MD01_2412,MD01_2412.Harada.2006.lpd,-1225,Pacific Ocean>North Pacific Ocean>Sea Of Okhotsk,Pacific Ocean>North Pacific Ocean>Sea Of Okhotsk,"Harada, Naomi; Ahagon, Naokazu; Sakamoto, Tatsuhiko; Uchida, Masao; Ikehara, Minoru; Shibata, Yasuyuki",2006,Rapid fluctuation of alkenone temperature in the southwestern Okhotsk Sea during the past 120 ky,Global and Planetary Change,MarineSediment,0,115970,alkenone,674,5,www.ncdc.noaa.gov/paleo/study/9096,wave3,5.811847892
61,61,36.033,141.783,MD01_2421,MD01_2421.Isono.2009.lpd,-2224,Pacific Ocean>North Pacific Ocean,Pacific Ocean>North Pacific Ocean,"Isono, Dai; Yamamoto, Masanobu; Irino, Tomohisa; Oba, Tadamichi; Murayama, Masafumi; Nakamura, Toshio; Kawahata, Hodaka",2009,The 1500-year climate oscillation in the midlatitude North Pacific during the Holocene,Geology,MarineSediment,240,144086,alkenone,233,5,10.1594/PANGAEA.841033,wave3,1.619787829
62,62,34.3862,-120.0365,MD02_2503,MD02_2503.Hill.2006.lpd,-569,Pacific Ocean>North Pacific Ocean,Pacific Ocean>North Pacific Ocean,"Hill, T.M.; Kennett, J.P.; Pak, D.K.; Behl, R.J.; Robert, C.; Beaufort, L.",2006,"Pre-B  lling warming in Santa Barbara Basin, California: Surface and intermediate water records of early deglacial warmth",Quaternary Science Reviews,MarineSediment,141.492,35767,d18O,286,5,www.ncdc.noaa.gov/paleo/study/5582,wave3,8.0279557
63,63,27.4835,-112.0743,MD02_2515,MD02_2515.McClymont.2012.lpd,-881,Pacific Ocean>North Pacific Ocean,Pacific Ocean>North Pacific Ocean,"McClymont, Erin L.; Ganeshram, Raja S.; Pichevin, Laetitia E.; Talbot, Helen M.; van Dongen, Bart E.; Thunell, Robert C.; Haywood, Alan M.; Singarayer, Joy S.; Valdes, Paul J.",2012,Sea-surface temperature records of Termination 1 in the Gulf of California: Challenges for seasonal and interannual analogues of tropical Pacific climate change,Paleoceanography,MarineSediment,6825.404,24988.85,alkenone,291,5,10.1594/PANGAEA.861260,wave3,16.02118893
64,64,29.0017,-87.1188,MD02_2575,MD02_2575BAY.Ziegler.2008.lpd,-847,Atlantic Ocean>North Atlantic Ocean>Gulf Of Mexico,Atlantic Ocean>North Atlantic Ocean>Gulf Of Mexico,"Ziegler, Martin; N _rnberg, Dirk; Karas, Cyrus; Tiedemann, Ralf; Lourens, Lucas J.",2008,Persistent summer expansion of the Atlantic Warm Pool during glacial abrupt cold events,Nature Geoscience,MarineSediment,1239,300296,Mg/Ca,581,5,10.1594/PANGAEA.706301,wave3,1.942773451
65,65,-34.71,17.338,MD02_2594,MD02_2594.Dyez.2014.lpd,-2240,Atlantic Ocean>South Atlantic Ocean,Atlantic Ocean>South Atlantic Ocean,"Dyez, Kelsey A.; Zahn, Rainer; Hall, Ian R.",2014,"Multicentennial Agulhas leakage variability and links to North Atlantic climate during the past 80,000 years: Agulhas links to Atlantic climate",Paleoceanography,MarineSediment,177,80117,Mg/Ca,271,5,www.ncdc.noaa.gov/paleo/study/17935,wave3,3.390042532
66,66,-36.9607,137.4065,MD03_2607,MD03_2607.LopesdosSantos.2013.lpd,-865,Indian Ocean,Indian Ocean,"Lopes dos Santos, Raquel A.; Spooner, Michelle I.; Barrows, Timothy T.; De Deckker, Patrick; Sinninghe Damste, Jaap S.; Schouten, Stefan",2013,"Comparison of organic (U K' 37, TEX H 86, LDI) and faunal proxies (foraminiferal assemblages) for reconstruction of late Quaternary sea surface temperature variability from offshore southeastern Australia",Paleoceanography,MarineSediment,1100,134800,alkenone,172,5,10.1594/PANGAEA.820842,wave3,1.286462229
67,67,2.5019,9.3947,MD03_2707,MD03_2707.Weldeab.2007.lpd,-1295,Atlantic Ocean>North Atlantic Ocean,Atlantic Ocean>North Atlantic Ocean,"Weldeab, S.; Lea, D. W.; Schneider, R. R.; Andersen, N.",2007,"155,000 years of West African Monsoon and ocean thermal evolution",Science,MarineSediment,360,155420,Mg/Ca,996,5,www.ncdc.noaa.gov/paleo/study/5596,wave3,6.423320005
68,68,6.5143,126.4977,MD06_3067,MD06_3067.Bolliet.2011.lpd,-1575,Pacific Ocean>North Pacific Ocean,Pacific Ocean>North Pacific Ocean,"Bolliet, Timothe; Holbourn, Ann; Kuhnt, Wolfgang; Laj, Carlo; Kissel, Catherine; Beaufort, Luc; Kienast, Markus; Andersen, Nils; Garbe-Schonberg, Dieter",2011,Mindanao Dome variability over the last 160 kyr: Episodic glacial cooling of the West Pacific Warm Pool,Paleoceanography,MarineSediment,3390,158200,Mg/Ca,484,10,10.1594/PANGAEA.770282,wave3,3.126413022
69,69,6.4762,125.832,MD06_3075,MD06_3075.Fraser.2014.lpd,-1878,Pacific Ocean>North Pacific Ocean,Pacific Ocean>North Pacific Ocean,"Fraser, Nicholas; Kuhnt, Wolfgang; Holbourn, Ann; Bolliet, Timothe; Andersen, Nils; Blanz, Thomas; Beaufort, Luc",2014,"Precipitation variability within the West Pacific Warm Pool over the past 120 ka: Evidence from the Davao Gulf, southern Philippines",Paleoceanography,MarineSediment,0,115390,alkenone,480,5,10.1594/PANGAEA.837180,wave3,4.159805876
70,70,-44.1532,-14.2283,MD07_3076Q,MD07_3076Q.Gottschalk.2015.lpd,-3770,Atlantic Ocean>South Atlantic Ocean,Atlantic Ocean>South Atlantic Ocean,"Gottschalk, Julia; Skinner, Luke C.; Waelbroeck, Claire",2015,Contribution of seasonal sub-Antarctic surface water variability to millennial-scale changes in atmospheric CO2 over the last deglaciation and Marine Isotope Stage 3,Earth and Planetary Science Letters,MarineSediment,1203,66699,d18O,539,5,10.1594/PANGAEA.837065,wave3,8.229510199
71,71,-45.5833,86.5167,MD94_103,MD94_103BAY.Sicre.2005.lpd,-3560,Indian Ocean,Indian Ocean,"Sicre, M; Labeyrie, L; Ezat, U; Duprat, J; Turon, J; Schmidt, S; Michel, E; Mazaud, A",2005,Mid-latitude southern Indian Ocean response to Northern Hemisphere Heinrich events,Earth and Planetary Science Letters,MarineSediment,2391.9,50868,alkenone,637,5,10.1594/PANGAEA.587009,wave3,13.14049604
72,72,66.9697,7.6393,MD95_2011,MD95_2011.Risebrobakken.2003.lpd,-1048,Atlantic Ocean>North Atlantic Ocean>Norwegian Sea,Atlantic Ocean>North Atlantic Ocean>Norwegian Sea,"Risebrobakken, Bj  rg; Jansen, Eystein; Andersson, Carin; Mjelde, Eirik; Hevr  y, Kjersti",2003,A high-resolution study of Holocene paleoclimatic and paleoceanographic changes in the Nordic Seas,Paleoceanography,MarineSediment,483,24226,d18O,1122,5,10.1594/PANGAEA.510782,wave3,47.25603336
73,73,36.1433,-2.6212,MD95_2043,MD95_2043.Cacho.1999.lpd,-1841,Atlantic Ocean>North Atlantic Ocean>Mediterranean Sea,Atlantic Ocean>North Atlantic Ocean>Mediterranean Sea,"Cacho, Isabel; Grimalt, Joan O; Pelejero, Carles; Canals, Miquel; Sierro, Francisco J.; Flores, Jose Abel; Shackleton, Nick",1999,Dansgaard-Oeschger and Heinrich event imprints in Alboran Sea paleotemperatures,Paleoceanography,MarineSediment,1007.6,51380.527,d18O,358,5,www.ncdc.noaa.gov/paleo/study/6375,wave3,7.106992214
74,74,-45.5344,174.9308,MD97_2120,MD97_2120.Pahnke.2006.lpd,-1210,Pacific Ocean>South Pacific Ocean,Pacific Ocean>South Pacific Ocean,"Pahnke, Katharina; Sachs, Julian P.",2006,Sea surface temperatures of southern midlatitudes 0-160 kyr B.P.,Paleoceanography,MarineSediment,1950,108154,alkenone,720,5,www.ncdc.noaa.gov/paleo/study/6307,wave3,6.779405672
75,75,-40.38,177.99,MD97_2121,MD97_2121.Pahnke.2006.lpd,-3014,Pacific Ocean>South Pacific Ocean,Pacific Ocean>South Pacific Ocean,"Pahnke, Katharina; Sachs, Julian P.",2006,Sea surface temperatures of southern midlatitudes 0-160 kyr B.P.,Paleoceanography,MarineSediment,3316.2,135048,alkenone,671,5,www.ncdc.noaa.gov/paleo/study/5589,wave3,5.093682771
76,76,8.8,121.3,MD97_2141,MD97_2141.Rosenthal.2003.lpd,-3633,Pacific Ocean>Western Pacific Ocean>South China And Eastern Archipelagic Seas,Pacific Ocean>Western Pacific Ocean>South China And Eastern Archipelagic Seas,"Rosenthal, Yair; Oppo, Delia W.; Linsley, Braddock K.",2003,"The amplitude and phasing of climate change during the last deglaciation in the Sulu Sea, western equatorial Pacific",Geophysical Research Letters,MarineSediment,4286,146440,d18O,1732,5,www.ncdc.noaa.gov/paleo/study/2610,wave3,12.1839695
77,77,8.728,109.869,MD97_2151,MD97_2151.Yamamoto.2013.lpd,-1598,Pacific Ocean>Western Pacific Ocean>South China Sea,Pacific Ocean>Western Pacific Ocean>South China Sea,"Yamamoto, M.; Sai, H.; Chen, M.-T.; Zhao, M.",2013,"The East Asian winter monsoon variability in response to precession during the past 150,000 yr",Climate of the Past,MarineSediment,955.312,154522.3,GDGT,172,5,this compilation,wave3,1.120032386
78,78,-5.21,117.48,MD98_2161,MD98_2161.Fan.2018.lpd,-1185,Pacific Ocean>Western Pacific Ocean>South China And Eastern Archipelagic Seas,Pacific Ocean>Western Pacific Ocean>South China And Eastern Archipelagic Seas,"Fan, Weijia; Jian, Zhimin; Chu, Zhihui; Dang, Haowen; Wang, Yue; Bassinot, Franck; Han, Xiqiu; Bian, Yeping",2018,Variability of the Indonesian throughflow in the Makassar Strait over the last 30 ka,Scientific Reports,MarineSediment,-6,25045.7,Mg/Ca,435,5,this compilation,wave3,17.36409106
79,79,-5.0031,133.4447,MD98_2176,MD98_2176.Stott.2007.lpd,-2382,Indian Ocean,Indian Ocean,"Stott, L.; Timmermann, A.; Thunell, R.",2007,Southern Hemisphere and deep-sea warming led deglacial atmospheric CO2 rise and tropical warming,Science,MarineSediment,125.7,20333,d18O,279,5,www.ncdc.noaa.gov/paleo/study/6400,wave3,13.80689157
80,80,3.62,118.7,MD98_2178,MD98_2178.Fan.2018.lpd,-1984,Pacific Ocean>Western Pacific Ocean>South China And Eastern Archipelagic Seas,Pacific Ocean>Western Pacific Ocean>South China And Eastern Archipelagic Seas,"Fan, Weijia; Jian, Zhimin; Chu, Zhihui; Dang, Haowen; Wang, Yue; Bassinot, Franck; Han, Xiqiu; Bian, Yeping",2018,Variability of the Indonesian throughflow in the Makassar Strait over the last 30 ka,Scientific Reports,MarineSediment,1629.7,25013.9,Mg/Ca,677,5,this compilation,wave3,28.95117216
81,81,6.3,125.82,MD98_2181,MD98_2181.Stott.2007.lpd,-2114,Pacific Ocean>North Pacific Ocean,Pacific Ocean>North Pacific Ocean,"Stott, L.; Timmermann, A.; Thunell, R.",2007,Southern Hemisphere and deep-sea warming led deglacial atmospheric CO2 rise and tropical warming,Science,MarineSediment,7.8,21869,d18O,490,5,www.ncdc.noaa.gov/paleo/study/6400,wave3,22.41414012
82,82,31.6388,128.9438,MD98_2195,MD98_2195.Ijiri.2005.lpd,-746,Pacific Ocean>Western Pacific Ocean>East China Sea,Pacific Ocean>Western Pacific Ocean>East China Sea,"Ijiri, Akira; Wang, Luejiang; Oba, Tadamichi; Kawahata, Hodaka; Huang, Chen-Yue; Huang, Chi-Yue",2005,"Paleoenvironmental changes in the northern area of the East China Sea during the past 42,000 years","Palaeogeography, Palaeoclimatology, Palaeoecology",MarineSediment,194,23203,alkenone,182,5,10.1594/PANGAEA.861248,wave3,7.909948281
83,83,58.2107,-48.373,MD99-2227,MD99-2227.deVernal.2013.lpd,-3460,Atlantic Ocean>North Atlantic Ocean,Atlantic Ocean>North Atlantic Ocean,"de Vernal, Anne; Hillaire-Marcel, Claude; Rochon, Andre; Frechette, Bianca; Henry, Maryse; Solignac, Sandrine; Bonnet, Sophie",2013,"Dinocyst-based reconstructions of sea ice cover concentration during the Holocene in the Arctic Ocean, the northern North Atlantic Ocean and its adjacent seas",Quaternary Science Reviews,MarineSediment,753.39,11832,dinocyst,89,13,www.ncdc.noaa.gov/paleo/study/15444,wave3,8.033498787
84,84,66.85,-20.85,MD99-2269,MD99-2269.Justwan.2008.lpd,-365,Arctic Ocean,Arctic Ocean,"Justwan, Aurelie; Ko脤陇, Nalan; Jennings, Anne E.",2008,"Evolution of the Irminger and East Icelandic Current systems through the Holocene, revealed by diatom-based sea surface temperature reconstructions",Quaternary Science Reviews,MarineSediment,-16.102,11477,diatom,310,13,www.ncdc.noaa.gov/paleo/study/15444,wave3,26.97270067
85,85,67.1363,-30.8278,MD99-2322,MD99-2322.Jennings.2011.lpd,-714,Atlantic Ocean>North Atlantic Ocean,Atlantic Ocean>North Atlantic Ocean,"Jennings, A.; Andrews, J.; Wilson, L.",2011,Holocene environmental evolution of the SE Greenland Shelf north and south of the Denmark Strait: Irminger and East Greenland current interactions,Quaternary Science Reviews,MarineSediment,183.17,11739,foraminifera,120,13,www.ncdc.noaa.gov/paleo/study/15444,wave3,10.38436876
86,86,57.4478,-27.9078,MD99_2251,MD99_2251.Farmer.2008.lpd,-2620,Atlantic Ocean>North Atlantic Ocean,Atlantic Ocean>North Atlantic Ocean,"Farmer, Elizabeth J.; Chapman, Mark R.; Andrews, Julian E.",2008,Centennial-scale Holocene North Atlantic surface temperatures from Mg/Ca ratios in Globigerina bulloides,"Geochemistry, Geophysics, Geosystems",MarineSediment,560,11990,Mg/Ca,245,5,this compilation,wave3,21.43482065
87,87,66.6413,-20.8632,MD99_2269,MD99_2269.Kristjnsd_ttir.2017.lpd,-365,Arctic Ocean,Arctic Ocean,"Kristj  nsd _ttir, Greta B; Moros, Matthias; Andrews, John T; Jennings, Anne E",2017,"Holocene Mg/Ca, alkenones, and light stable isotope measurements on the outer North Iceland shelf (MD99-2269): A comparison with other multi-proxy data and sub-division of the Holocene",The Holocene,MarineSediment,156.154,11519.35,alkenone,427,5,10.1594/PANGAEA.847657,wave3,37.5774562
88,88,35.8855,-7.5278,MD99_2339,MD99_2339.Eynaud.2009.lpd,-1177,Atlantic Ocean>North Atlantic Ocean,Atlantic Ocean>North Atlantic Ocean,"Eynaud, Frederique; de Abreu, L脤录cia; Voelker, Antje; Schonfeld, Joachim; Salgueiro, Emilia; Turon, Jean-Louis; Penaud, Aurelie; Toucanne, Samuel; Naughton, Filipa; S  nchez Go脤卤i, Mar _a Fernanda; Malaize, Bruno; Cacho, Isabel",2009,Position of the Polar Front along the western Iberian margin during key cold episodes of the last 45 ka,"Geochemistry, Geophysics, Geosystems",MarineSediment,893.8,47072,d18O,485,5,10.1594/PANGAEA.738148,wave3,10.50279136
89,89,36.3892,-7.0657,MD99_2341,MD99_2341.Eynaud.2009.lpd,-582,Atlantic Ocean>North Atlantic Ocean,Atlantic Ocean>North Atlantic Ocean,"Eynaud, Frederique; de Abreu, L脤录cia; Voelker, Antje; Schonfeld, Joachim; Salgueiro, Emilia; Turon, Jean-Louis; Penaud, Aurelie; Toucanne, Samuel; Naughton, Filipa; S  nchez Go脤卤i, Mar _a Fernanda; Malaize, Bruno; Cacho, Isabel",2009,Position of the Polar Front along the western Iberian margin during key cold episodes of the last 45 ka,"Geochemistry, Geophysics, Geosystems",MarineSediment,1143,49373,d18O,396,5,10.1594/PANGAEA.738148,wave3,8.210657267
90,90,7.8558,-83.6083,ME0005A_43JC,ME0005A_43JC.Benway.2006.lpd,-1368,Pacific Ocean>North Pacific Ocean,Pacific Ocean>North Pacific Ocean,"Benway, H. M.; Mix, A. C.; Haley, B. A.; Klinkhammer, G. P.",2006,Eastern Pacific Warm Pool paleosalinity and climate variability: 0-30 kyr,Paleoceanography,MarineSediment,857,28290,Mg/Ca,152,5,www.ncdc.noaa.gov/paleo/study/5943 www.ncdc.noaa.gov/paleo/study/12195,wave3,5.540772063
91,91,46.32,152.53,MR003-K03-PC01,MR003-K03-PC01.Harada.2004.lpd,-2793,Pacific Ocean>North Pacific Ocean,Pacific Ocean>North Pacific Ocean,"Harada, Naomi; Ahagon, Naokazu; Uchida, Masao; Murayama, Masafumi",2004,Northward and southward migrations of frontal zones during the past 40 kyr in the Kuroshio-Oyashio transition area,"Geochemistry, Geophysics, Geosystems",MarineSediment,583.544,17333.66,alkenone,170,7,www.ncdc.noaa.gov/paleo/study/8458,wave3,10.14918344
92,92,78.916,6.767,MSM05-712,MSM05-712.Muller.2013.lpd,-1487,Arctic Ocean,Arctic Ocean,"de Vernal, Anne; Hillaire-Marcel, Claude; Rochon, Andre; Frechette, Bianca; Henry, Maryse; Solignac, Sandrine; Bonnet, Sophie",2013,"Dinocyst-based reconstructions of sea ice cover concentration during the Holocene in the Arctic Ocean, the northern North Atlantic Ocean and its adjacent seas",Quaternary Science Reviews,MarineSediment,390,8700,NA,0,3,www.ncdc.noaa.gov/paleo/study/15444,wave3,0
93,93,78.9157,6.7672,MSM05_5_712_2,MSM05_5_712_2.Werner.2013.lpd,-1389,Arctic Ocean,Arctic Ocean,"Werner, Kirstin; Spielhagen, Robert F.; Bauch, Dorothea; Hass, H. Christian; Kandiano, Evgeniya",2013,Atlantic Water advection versus sea-ice advances in the eastern Fram Strait during the last 9 ka: Multiproxy evidence for a two-phase Holocene,Paleoceanography,MarineSediment,0,8680.29,Mg/Ca,265,5,10.1594/PANGAEA.810415,wave3,30.52893394
94,94,25.2012,-112.7167,MV99_PC14,MV99_PC14.Marchitto.2010.lpd,-541,Pacific Ocean>North Pacific Ocean,Pacific Ocean>North Pacific Ocean,"Marchitto, T. M.; Muscheler, R.; Ortiz, J. D.; Carriquiry, J. D.; van Geen, A.",2010,Dynamical response of the tropical Pacific Ocean to solar forcing during the Early Holocene,Science,MarineSediment,2221.6,13811.8,Mg/Ca,211,5,www.ncdc.noaa.gov/paleo/study/10415,wave3,18.20503529
95,95,66.6667,-51.9667,Naujg 1,Naujg1.Willemse.1999.lpd,300,North America>Greenland,North America>Greenland,"Willemse, Nico W.; Tornqvist, Torbjorn E.",1999,Holocene century-scale temperature variability from West Greenland lake records,Geology,LakeSediment,429,9498,NA,0,13,www.ncdc.noaa.gov/paleo/study/15444,wave3,0
96,96,43.4833,-54.8664,OCE326_GGC26,OCE326_GGC26.Keigwin.2005.lpd,-3975,Atlantic Ocean>North Atlantic Ocean,Atlantic Ocean>North Atlantic Ocean,"Keigwin, L. D.; Sachs, J. P.; Rosenthal, Y.; Boyle, E. A.",2005,"The 8200 year B.P. event in the slope water system, western subpolar North Atlantic",Paleoceanography,MarineSediment,1773.75,11830,d18O,233,5,www.ncdc.noaa.gov/paleo/study/6409,wave3,23.1696706
97,97,43.8853,-62.7953,OCE326_GGC30,OCE326_GGC30.Sachs.2007.lpd,-240,Atlantic Ocean>North Atlantic Ocean,Atlantic Ocean>North Atlantic Ocean,"Sachs, Julian P.",2007,Cooling of Northwest Atlantic slope waters during the Holocene,Geophysical Research Letters,MarineSediment,0,12920,alkenone,176,5,www.ncdc.noaa.gov/paleo/study/6409,wave3,13.62229102
98,98,12.744,-78.7393,ODP_165_999A,ODP_165_999A.Schmidt.2004.lpd,-2828,Atlantic Ocean>North Atlantic Ocean>Caribbean Sea,Atlantic Ocean>North Atlantic Ocean>Caribbean Sea,"Schmidt, Matthew W.; Spero, Howard J.; Lea, David W.",2004,Links between salinity variation in the Caribbean and North Atlantic thermohaline circulation,Nature,MarineSediment,3520,130750,Mg/Ca,107,5,www.ncdc.noaa.gov/paleo/study/2602,wave3,0.84099662
99,99,-25.5139,13.0278,ODP_175_1084B,ODP_175_1084B.Farmer.2005.lpd,-1992,Atlantic Ocean>South Atlantic Ocean,Atlantic Ocean>South Atlantic Ocean,"Farmer, E. Christa; deMenocal, Peter B.; Marchitto, Thomas M.",2005,Holocene and deglacial ocean temperature variability in the Benguela upwelling region: Implications for low-latitude atmospheric circulation,Paleoceanography,MarineSediment,0,21262,Mg/Ca,227,5,www.ncdc.noaa.gov/paleo/study/2632,wave3,10.67632396
