Time,South_Atlantic,S_Australia,China,C_Africa,Arabian_sea,W_Africa_coast,Scandinavia,Offshore_oregon,Caribbean,Tropical_E_Pacific,W_S_America,Antarctica,Indonesia,Philippines,Iceland,N_Atlantic,Alaska,Mediterranean,New_Zealand,Japan,Greenland,Global
18500,1.057375732,0.526767367,8.621688979,1.672357471,2.666530473,0.759317747,,1.081655028,1.350231073,0.233238917,-0.70054178,-1.382282348,1.654917078,0.796901315,-0.461698576,-0.544165164,-6.187767437,1.945836707,2.136843111,-0.057317132,4.362483427,-4.419800559
18600,0.901117621,0.147333543,8.308619669,1.675946089,2.82573446,0.833495657,,1.027724389,1.315080111,0.241876412,-0.295785708,-1.539021335,1.836320821,0.631931326,0.614968537,-0.461048423,-6.45300698,1.667491296,2.185981273,-0.117706248,2.57400407,-2.691710318
18700,0.845429748,0.074611409,8.230321859,1.827346707,2.689156171,0.931278219,,0.943868251,1.402351736,0.348792964,0.023800795,-1.471780457,1.515707098,0.650130085,-3.315573753,-0.344193306,-6.654065906,1.503253264,2.505930985,-0.268350178,5.550953856,-5.819304034
18800,0.958665264,-0.002765839,7.949686049,1.819242325,2.436287857,1.099508747,,1.018790313,1.488016598,0.458866034,0.336499163,-1.296290541,1.562114272,0.442729756,-0.5545698,-0.600887077,-6.630024324,1.611522131,2.601960486,-0.798642303,6.960102354,-7.758744657
18900,0.803583707,-0.000717836,7.814987669,1.922709942,2.727188221,1.081226299,,1.030286613,1.570827848,0.405428678,0.030162031,-1.699445787,1.70215866,0.739963628,-1.455867682,-1.353425453,-6.784438744,1.427141285,3.542025764,-0.890512667,4.048346907,-4.938859574
19000,0.966396064,0.572664579,7.752278249,1.930126371,3.050073574,1.253823267,,1.062083575,1.542447935,0.389116012,-0.031698916,-1.411044932,1.864330677,0.958694549,-0.25018097,-2.013120341,-6.987273037,1.141356902,3.858998415,-0.99562668,4.773878236,-5.769504916
19100,1.434677856,1.150095724,7.506046859,1.89304676,3.253067562,1.144413851,,1.259316775,1.479412801,0.332718229,0.008218001,-0.991974522,2.109613024,0.899807949,-0.171066826,-1.226998142,-7.087163707,0.970502063,4.304670191,-1.152025522,6.617923812,-7.769949334
19200,1.309740198,0.823180444,7.889500449,1.93524691,3.081093716,1.175720602,,1.562634075,1.482378482,0.307713215,-0.013255527,-1.112305671,2.014344339,1.129895855,0.174661717,-0.651353481,-7.017338571,0.76280136,4.38995419,-1.027735847,6.341705003,-7.36944085
19300,1.196905017,0.80435424,8.027859089,1.882596157,3.015632832,0.915502114,,1.632865254,1.478445882,0.444283028,0.187897157,-1.133418582,1.976292189,0.674347163,-0.025315033,-0.419692049,-7.166013588,0.61245902,4.37222109,-1.127877644,4.777930717,-5.905808361
19400,1.042371877,0.732098767,8.319848169,2.06572166,3.25226778,1.127469784,,1.744916233,1.491299383,0.518054562,0.048532906,-1.100838009,2.020921411,0.94601023,0.246668052,-0.638675841,-7.144485191,0.840375771,4.419775743,-1.064752332,4.713084308,-5.777836639
19500,1.382235823,0.686617611,7.520155479,2.086583402,3.28111766,1.839460058,,1.859890811,1.227742568,0.412042914,-0.133240933,-1.033677019,1.928449952,1.008971254,-0.123400568,-1.006936536,-6.953572725,1.072500028,4.204987318,-1.08946375,6.300711239,-7.390174989
19600,1.53057934,0.568092631,6.692540244,2.165951905,3.308102837,1.973611912,,2.03043499,1.064889064,0.24811091,-0.15129037,-0.856840104,1.949804585,0.952453817,0.116430053,-1.074988432,-7.168203705,1.397772043,4.231413412,-1.115150098,5.893412714,-7.008562812
19700,1.166473867,0.808473275,5.823721053,2.29824079,3.310629772,1.846550824,,1.981565969,0.911604065,0.336095792,-0.026153528,-0.731887652,1.777852237,0.854463055,-1.179227374,-1.17379366,-7.044540458,1.345548494,4.043025714,-1.371169323,7.353335449,-8.724504772
19800,0.99958722,1.065199602,6.329115981,2.225170181,3.250670568,1.746815855,,2.277757547,1.022750202,0.503276678,0.053945329,-1.152067146,1.541956365,0.763947767,-0.744247705,-0.766633246,-6.81871674,1.262212232,3.812802636,-1.539769737,5.410385834,-6.950155571
19900,0.872254787,0.725775491,6.677182863,2.076053572,3.246758054,1.873896633,,2.289320126,1.194786693,0.445409504,-0.345952557,-1.015830589,1.277392924,0.863537554,-0.413738767,-0.812226978,-6.630058285,1.054835218,3.757169244,-1.539073316,7.04254074,-8.581614055
20000,0.653057609,0.763354256,7.057801244,1.985152725,3.142257005,1.668625237,,2.562678205,1.227322272,0.367115634,-0.480651412,-1.365598829,1.146854533,1.168476206,-1.011095066,-1.641513333,-6.860103329,1.009499292,3.996138819,-1.356878346,7.559099735,-8.91597808
20100,0.98776502,0.571465878,7.308540669,2.10026972,3.100529456,1.909731871,,2.54930146,1.452404185,0.342869405,-0.10008602,-1.527590237,1.282418808,1.001827338,-1.564652178,-1.7394242,-6.947900282,0.567066365,3.981514383,-1.455456906,7.282322215,-8.737779121
20200,1.18334525,0.450098278,7.506657479,2.27696218,2.885325182,1.785319373,,2.677420939,1.527099752,0.409490566,-0.398144644,-2.064482903,1.161333784,0.69871645,-1.644278009,-1.835765567,-6.819355145,1.507070543,3.720102251,-1.438195018,7.856232809,-9.294427827
20300,1.152824773,0.417313878,7.716789249,2.33032164,2.750802851,1.661880733,,2.779561418,1.683796729,0.449870971,-0.448766484,-2.109892504,1.247430138,0.796392774,-0.647132743,-1.783460783,-5.776249678,1.494186159,3.894819082,-1.268445647,8.119438355,-9.387884002
20400,1.626753095,0.474412278,7.891605049,2.612654101,2.858321317,1.607746587,,2.975271097,1.905946439,0.328848868,-0.291525179,-1.532370893,1.633666427,0.766709277,-0.828880453,-1.608340471,-6.043035416,1.577666394,3.886436871,-1.144811017,10.27061862,-11.41542964
20500,1.662708078,0.35930087,8.014448859,,3.078325574,1.956230195,,3.015256075,1.795295337,0.180311413,-0.405204974,-1.582619295,1.55456717,0.799268185,-1.22155066,-1.575198243,-6.28631088,1.492119709,3.682230928,-1.184749818,11.07624274,-12.26099256
20600,1.135404845,0.164018398,8.071048479,,3.20494083,1.46950867,,2.935501946,1.65132632,0.356561932,-0.534180864,-2.223889871,1.732324561,0.699934405,-1.260968219,-1.689410029,-6.56934166,1.512334932,3.808290984,-1.220895531,4.787500117,-6.008395648
20700,1.129675589,0.236120502,8.173963049,,3.306031099,1.47950486,,2.979524016,1.447197998,0.22028556,-0.356312146,-2.124947752,1.748617053,0.663975035,-0.957719773,-1.649396812,-6.628888946,1.574819969,3.489100307,-1.238104771,6.744748049,-7.98285282
20800,1.40932283,0.444624723,8.126723669,,3.331033441,1.524258704,,2.908088963,1.613012067,0.151111602,-0.297727368,-2.187834958,1.719191496,0.765609568,0.21549138,-1.736940163,-6.536801723,1.395439809,3.692996746,-1.388064744,7.102877122,-8.490941865
20900,1.350819801,0.370872111,8.244442249,,3.448346841,1.205135566,,2.897434434,1.882366939,0.153122323,-0.371296414,-2.377659051,1.874842597,0.920474309,-0.983491517,-1.75690445,-6.77462569,1.432786161,3.774863383,-1.305815834,10.82033831,-12.12615415
21000,1.426792459,0.146895275,8.652515249,,3.55662371,1.244729846,,2.887328904,2.078528258,0.242464598,-0.362054118,-2.374799706,2.086519355,0.95481447,-0.720258049,-1.680725418,-6.822134874,1.579662939,4.089466699,-1.32424044,8.265911235,-9.590151674
21100,1.416812527,0.176457439,8.984254249,,3.631267578,0.786469161,,2.879531675,2.062280689,0.330734048,-0.429238861,-2.351758099,1.956229992,0.952804473,-0.704388343,-1.720336456,-6.763468525,1.966599773,3.984292838,-1.240057482,7.575513639,-8.815571121
21200,1.014908932,0.129802259,9.329070249,,3.525637411,0.40665124,,2.801307022,1.972076755,0.345365376,-0.346501281,-2.252609409,1.869736172,0.93300297,0.439289105,-1.709028472,-6.800110515,1.934502353,3.970905161,-1.367421657,9.57470162,-10.94212328
21300,0.60972715,0.245795559,9.816895249,,3.34784614,0.972236119,,2.794066292,1.791162013,0.315527742,-0.318533265,-2.198766555,1.865988469,0.794387374,0.611877674,-1.506627203,-6.850379464,2.31436361,4.268461152,-1.196971246,10.7214824,-11.91845365
21400,0.411071103,0.325454959,9.382891829,,3.199127136,1.325914653,,2.831628663,1.750090129,0.368371716,-0.356188789,-2.196458673,1.803985944,0.75854576,-0.272009844,-1.187184186,-6.848082681,4.176046665,4.170661288,-1.046849994,9.575268095,-10.62211809
21500,0.836209857,0.028426259,8.745638359,,3.365767539,1.364658897,,2.761260333,1.818923608,0.409386492,-0.09786582,-2.269105877,1.812099901,0.584630646,-0.973824544,-1.193544366,-6.793473344,3.866073935,4.111982871,-0.961615461,8.098626335,-9.060241796
21600,0.694216349,0.461719811,8.116261939,,3.375783953,1.719565294,,2.74187838,1.91056733,0.281474125,-0.355483813,-2.378094917,1.923231141,0.547433941,-0.999043633,-1.205840899,-6.789232923,3.742326967,4.204842575,-1.006021283,9.48691412,-10.4929354
21700,0.624213726,0.592448939,7.547199519,,3.361257289,1.623658282,,2.721883151,1.681735615,0.152697434,-0.377826252,-2.313890711,2.122288182,0.547580597,-1.008212483,-1.111027051,-6.712145889,3.679508066,4.261361118,-1.028846419,11.89935372,-12.92820013
21800,0.813341612,0.896576167,7.054797053,,3.252575824,0.124107159,,2.775127221,1.194892656,0.296242638,0.193421031,-2.153491185,1.914990144,0.643766186,-1.01491879,-1.078998454,-6.538585545,3.65951204,4.019339294,-1.132238828,9.528704715,-10.66094354
21900,0.728255652,0.938755306,6.921099084,,3.205761358,0.312032786,,2.735574092,1.308807839,0.33991878,-0.014101712,-2.107809724,1.741224092,-0.818441598,-0.560230658,-0.878405142,-6.608587255,3.657888014,4.354555061,-1.243868222,8.76883502,-10.01270324
22000,0.223891877,1.031234935,6.815537069,,3.130284838,0.374210169,,2.630695639,1.305766663,0.341743079,-0.487847557,-2.045041475,1.409581537,-0.518313823,0.122803936,-0.732124449,-6.687225194,3.690064769,4.347275656,-1.299750619,7.017689809,-8.317440428
