"","id","lat","lon","sitename","filename","elevation","country","gcmd_location","author","pub_year","title","journal","archive_type","min_age","max_age","proxy","num_record","num_control","url"
"349",349,43.15,-3.43,"Puerto de Los Tornos","PuertodeLosTornos.Penalba.1989.lpd",920,"Europe>Southern Europe>Spain","Europe>Southern Europe>Spain","Penalba, M.C.",1989,"Dynamique de vegetation tardiglaciaire et Holocene du centre-nord de l'Espagne d'apres l'analyse pollinique",NA,"Peat",-32.87,9676.21,"pollen",48,6,"this compilation"
"350",350,-36.7803,174.7662,"Pupuke Lake","PupukeChironomid.VandenBos.2018.lpd",5,"Australia/New Zealand>New Zealand","Australia/New Zealand>New Zealand","van den Bos, Valerie; Rees, Andrew; Newnham, Rewi; Vandergoes, Marcus; Wilmshurst, Janet; Augustinus, Paul",2018,"Holocene temperature, humidity and seasonality in northern New Zealand linked to Southern Hemisphere summer insolation","Quaternary Science Reviews","LakeSediment",-12,14093,"chironomid",68,6,"this compilation"
"351",351,-36.78,174.77,"Pupuke Lake","PupukePollen.VandenBos.2018.lpd",5,"Australia/New Zealand>New Zealand","Australia/New Zealand>New Zealand","van den Bos, Valerie; Rees, Andrew; Newnham, Rewi; Vandergoes, Marcus; Wilmshurst, Janet; Augustinus, Paul",2018,"Holocene temperature, humidity and seasonality in northern New Zealand linked to Southern Hemisphere summer insolation","Quaternary Science Reviews","LakeSediment",1001,16138,"pollen",62,9,"this compilation"
"352",352,49.48,19.82,"Puscizna Rekowianska","PusciznaRekowianska.Obidowicz.1993.lpd",656,"Europe>Eastern Europe>Poland","Europe>Eastern Europe>Poland","Obidowicz, A.",1993,"Wahania gornej granicy lasu w poznym plejstocenie i holocenie w Tatrach [Fluctuations of the forest timberline in the Tatra Mountains during the last 12 000 years]","Dokumentacja Geograficzna","Peat",7.77,10929.68,"pollen",76,6,"this compilation"
"353",353,36.8112,100.137,"Lake Qinghai","Qinghai.Hou.2016.lpd",3192,"Asia>Eastern Asia>China","Asia>Eastern Asia>China","Hou, Juzhi; Huang, Yongsong; Zhao, Jiangtao; Liu, Zhonghui; Colman, Steve; An, Zhisheng",2016,"Large Holocene summer temperature oscillations and impact on the peopling of the northeastern Tibetan Plateau","Geophysical Research Letters","LakeSediment",0,15629,"alkenone",184,20,"www.ncdc.noaa.gov/paleo/study/20518"
"354",354,64.12,-110.57,"Queens","Queens.Moser.1990.lpd",480,"North America>Canada>Northwest Territories","North America>Canada>Northwest Territories","Moser, K.A.; MacDonald, G.M.",1990,"Holocene vegetation change at treeline north of Yellowknife, northwest Territories, Canada","Quaternary Research","LakeSediment",0,8840.4,"pollen",33,7,"this compilation"
"355",355,43.4,-88.1,"Radtke","Radtke.Webb.1983.lpd",274,"North America>United States Of America>Wisconsin","North America>United States Of America>Wisconsin","Webb, S.L.",1983,"The Holocene extension of the range of American Beech (Fagus grandifolia) into Wisconsin: Paleoecological evidence for long-distance seed dispersal",NA,"LakeSediment",1,10909,"pollen",49,7,"this compilation"
"356",356,58.6,26.67,"Raigastvere Lake","RaigastvereLake.Pirrus.1987.lpd",52,"Europe>Northern Europe>Estonia","Europe>Northern Europe>Estonia","Pirrus, R.; Rouk, A.M.; Liiva, A.",1987,"Geology and stratigraphy of the reference site of Lake Raigastvere in Saadjaerv drumlin field.","Palaeohydrology of the temperate zone II. Lakes.","LakeSediment",-16.95,10968.61,"pollen",116,6,"this compilation"
"357",357,42.73,-109.19,"Rapid","Rapid.Fall.1994.lpd",3134,"North America>United States Of America>Wyoming","North America>United States Of America>Wyoming","Fall, P.L.",1988,"Vegetation dynamics in the southern Rocky Mountains: Late Pleistocene and Holocene timberline fluctuations",NA,"LakeSediment",0,10599,"pollen",46,7,"this compilation"
"358",358,23,-95.53,"RC12-10","RC12-10.Poore.2003.lpd",-3054,"Atlantic Ocean>North Atlantic Ocean>Gulf Of Mexico","Atlantic Ocean>North Atlantic Ocean>Gulf Of Mexico","Poore, R. Z.; Dowsett, H. J.; Verardo, S.; Quinn, T. M.",2003,"Millennial- to century-scale variability in Gulf of Mexico Holocene climate records","Paleoceanography","MarineSediment",614.285,13980.2,"foraminifera",159,19,"this compilation"
"359",359,40.08,-105.54,"Red Rock","RedRock.Maher.1972.lpd",3095,"North America>United States Of America>Colorado","North America>United States Of America>Colorado","Maher, Louis J.",1972,"Absolute pollen diagram of Redrock Lake, Boulder County, Colorado","Quaternary Research","LakeSediment",-239.8,10883.4,"pollen",41,8,"this compilation"
"360",360,46.21,-95.28,"Reidel","Reidel.Almquist-Jacobson.1992.lpd",443,"North America>United States Of America>Minnesota","North America>United States Of America>Minnesota","Almquist-Jacobson, Heather; Almendinger, James E.; Hobbie, Sarah",1992,"Influence of terrestrial vegetation on sediment-forming processes in kettle lakes of west-central Minnesota","Quaternary Research","LakeSediment",-31,10789,"pollen",51,7,"this compilation"
"361",361,71.3,-26.7,"Renland","Renland.Johnsen.1992.lpd",2350,"North America>Greenland","North America>Greenland","Johnsen, S. J.; Clausen, H. B.; Dansgaard, W.; Fuhrer, K.; Gundestrup, N.; Hammer, C. U.; Iversen, P.; Jouzel, J.; Stauffer, B.; steffensen, J. P.",1992,"Irregular glacial interstadials recorded in a new Greenland ice core","Nature","GlacierIce",-10,11650,NA,0,NA,"www.ncdc.noaa.gov/paleo/study/11148"
"362",362,58.22,-71.95,"Riviere Feuilles 2","RiviereFeuilles2.Larouche.1981.lpd",225,"North America>Canada>Quebec","North America>Canada>Quebec","Richard, P.J.H.",1981,"Paleophytogeographie postglaciaire en Ungava par l'analyse pollinique",NA,"LakeSediment",493,5615,"pollen",17,7,"this compilation"
"363",363,66.17,29.15,"Rukatunturi","Rukatunturi.Hicks.1985.lpd",462,"Europe>Northern Europe>Scandinavia>Finland","Europe>Northern Europe>Scandinavia>Finland","Hicks, Sheila",1985,"Problems and possibilities in correlating historical/archaeological and pollen-analytical evidence in a northern boreal environment: An example from Kuusamo, Finland","Fennoscandia archaeologica","Peat",93.3,5610.25,"pollen",18,6,"this compilation"
"364",364,0.08,37.53,"SacredLake","SacredLake.Loomis.2012.lpd",2350,"Africa>Eastern Africa>Kenya","Africa>Eastern Africa>Kenya","Loomis, Shannon E.; Russell, James M.; Ladd, Bethany; Street-Perrott, F. Alayne; Sinninghe Damst̩, Jaap S.",2012,"Calibration and application of the branched GDGT temperature proxy on East African lake sediments","Earth and Planetary Science Letters","LakeSediment",63,47730,"GDGT",93,10,"www.ncdc.noaa.gov/paleo/study/13676"
"365",365,46.68,7.98,"Saegistalsee","SaegistalseePollen.Wick.2003.lpd",1940,"Europe>Western Europe>Switzerland","Europe>Western Europe>Switzerland","Wick, Lucia; van Leeuwen, Jacqueline F.N.; van der Knaap, Willem O.; Lotter, Andr̩ F.",2003,"Holocene vegetation development in the catchment of S _gistalsee (1935 m asl), a small lake in the Swiss Alps","Journal of Paleolimnology","LakeSediment",-40.58,8947.68,"pollen",212,6,"this compilation"
"366",366,48.1204,88.3573,"Sahara Sand Wetland","SaharaSandWetland.Rao.2019.lpd",2450,"Asia>Eastern Asia>China","Asia>Eastern Asia>China","Rao, Zhiguo; Huang, Chao; Xie, Luhua; Shi, Fuxi; Zhao, Yan; Cao, Jiantao; Gou, Xiaohua; Chen, Jianhui; Chen, Fahu",2019,"Long-term summer warming trend during the Holocene in central Asia indicated by alpine peat   -cellulose   13C record","Quaternary Science Reviews","Peat",NA,NA,NA,0,16,"this compilation"
"367",367,46.93,-70.93,"Saint-Jean Ile dOrleans","Saint-JeanOrleans.Richard.1981.lpd",68,"North America>Canada>Quebec","North America>Canada>Quebec","Richard, P.J.H.",1981,"Paleophytogeographie postglaciaire en Ungava par l'analyse pollinique",NA,"LakeSediment",143,6561,"pollen",17,7,"this compilation"
"368",368,45.96,-73.87,"Saint Calixte","SaintCalixte.Larouche.NA.lpd",261,"North America>Canada>Quebec","North America>Canada>Quebec",NA,NA,NA,NA,"LakeSediment",77,10788,"pollen",35,7,"this compilation"
"369",369,47.27,-1.75,"Saint-Thomas","SaintThomas.Voeltzel.1987.lpd",1,"Europe>Western Europe>France","Europe>Western Europe>France","Voeltzel, D.",1987,"Recherches pollenanalytiques sur la vegetation holocene de la plaine alluviale de l'estuaire de la Loire et des coteaux environnants",NA,"Peat",152.24,6947.16,"pollen",101,6,"this compilation"
"370",370,47.27,-2.02,"Saint Viaud Contin","SaintViaudContin.Bernard.1996.lpd",2,"Europe>Western Europe>France","Europe>Western Europe>France","Bernard, J.",1996,"Paleoenvironnement du Pays de Retz et du marais breton-vendeen",NA,"Peat",-18,7363.69,"pollen",70,6,"this compilation"
"371",371,41.03,-0.22,"Salada Pequena","SaladaPequena.EPD.lpd",357,"Europe>Southern Europe>Spain","Europe>Southern Europe>Spain",NA,NA,NA,NA,"LakeSediment",-40.98,4596.56,"pollen",43,6,"this compilation"
"372",372,46.97,10.95,"Schwarzsee ob Soelden","SchwarzseeobSoelden.Ilyashuk.2011.lpd",2796,"Europe>Western Europe>Austria","Europe>Western Europe>Austria","Ilyashuk, Elena A.; Koinig, Karin A.; Heiri, Oliver; Ilyashuk, Boris P.; Psenner, Roland",2011,"Holocene temperature variations at a high-altitude site in the eastern Alps: A chironomid record from Schwarzsee ob Șlden, Austria","Quaternary Science Reviews","LakeSediment",-36.458,10140.294,"chironomid",159,8,"www.ncdc.noaa.gov/paleo/study/28550"
"373",373,46.87,10.48,"Schwarzsee Reschenscheideck","SchwarzseeReschenscheideck.Welten.1982.lpd",1725,"Europe>Western Europe>Austria","Europe>Western Europe>Austria","Welten, M.",1982,"Vegetationsgeschichtliche Untersuchungen in den westlichen Schweizer Alpen: Bern-Wallis","Denkschriften der Schweizerischen Naturforschenden Gesellschaft","LakeSediment",-27.64,10995.4,"pollen",42,6,"this compilation"
"374",374,66.0667,-145.4,"Screaming Lynx Lake","ScreamingLynxLake.Clegg.2011.lpd",223,"North America>United States Of America>Alaska","North America>United States Of America>Alaska","Clegg, B. F.; Kelly, R.; Clarke, G. H.; Walker, I. R.; Hu, F. S.",2011,"Nonlinear response of summer temperature to Holocene insolation forcing in Alaska","Proceedings of the National Academy of Sciences","LakeSediment",-43,10611,"chironomid",150,8,"www.ncdc.noaa.gov/paleo/study/15444"
"375",375,76.58,-68.66,"Secret Lake","SecretLake.Lasher.2017.lpd",250,"Europe>Eastern Europe>Russian Federation","Europe>Eastern Europe>Russian Federation","Lasher, G. Everett; Axford, Yarrow; McFarlin, Jamie M.; Kelly, Meredith A.; Osterberg, Erich C.; Berkelhammer, Max B.",2017,"Holocene temperatures and isotopes of precipitation in northwest Greenland recorded in lacustrine organic materials","Quaternary Science Reviews","LakeSediment",-64,7595,"d18O",27,8,"www.ncdc.noaa.gov/paleo/study/25311"
"376",376,44.59,-93.41,"Sharkey","Sharkey.Shuman.2016.lpd",308,"North America>United States Of America>Minnesota","North America>United States Of America>Minnesota","Shuman, Bryan N.; Marsicek, Jeremiah",2016,"The structure of Holocene climate change in mid-latitude North America","Quaternary Science Reviews","LakeSediment",634,13038.3,"pollen",165,10,"this compilation"
"377",377,42.28,126.6,"Sihailongwan Maar","SihailongwanMaar.Stebich.2015.lpd",797,"Asia>Eastern Asia>China","Asia>Eastern Asia>China","Stebich, Martina; Rehfeld, Kira; Schl _tz, Frank; Tarasov, Pavel E.; Liu, Jiaqi; Mingram, Jens",2015,"Holocene vegetation and climate dynamics of NE China based on the pollen record from Sihailongwan Maar Lake","Quaternary Science Reviews","LakeSediment",150,11992,"pollen",206,20,"10.1594/PANGAEA.852703"
"378",378,-81.65,-148.82,"Siple Dome A","SipleDomeA.Das.2008.lpd",621,"Antarctica","Antarctica","Das, Sarah B.; Alley, Richard B.",2008,"Rise in frequency of surface melting at Siple Dome through the Holocene: Evidence for increasing marine influence on the climate of West Antarctica","Journal of Geophysical Research","GlacierIce",1,11705,NA,0,NA,"www.usap-dc.org/view/dataset/609121"
"379",379,45.6,-84.32,"Lake Sixteen","Sixteen.Futyma.1986.lpd",216,"North America>United States Of America>Michigan","North America>United States Of America>Michigan","Futyma, Richard P.; Miller, Norton G.",1986,"Stratigraphy and genesis of the Lake Sixteen peatland, northern Michigan","Canadian Journal of Botany","LakeSediment",2206,10419,"pollen",33,7,"this compilation"
"380",380,52.55,17.36,"Skrzetuszewskie","Skrzetuszewskie.Litt.2001.lpd",109,"Europe>Eastern Europe>Poland","Europe>Eastern Europe>Poland","Litt, Thomas; Brauer, Achim; Goslar, Tomasz; Merkt, Josef; Ba  aga, Krystyna; M _ller, Helmut; Ralska-Jasiewiczowa, Magdalena; Stebich, Martina; Negendank, J̦rg F.W.",2001,"Correlation and synchronisation of Lateglacial continental sequences in northern central Europe based on annually laminated lacustrine sediments","Quaternary Science Reviews","LakeSediment",166.37,10917.99,"pollen",83,6,"this compilation"
"381",381,54.78,-6.26,"Sluggan","Sluggan.Smith.1991.lpd",52,"Europe>Northern Europe>British Isles>United Kingdom","Europe>Northern Europe>British Isles>United Kingdom","Smith, A. G.; Goddard, I. C.",1991,"A 12,500 year record of vegetational history at Sluggan Bog, Co. Antrim, N. Ireland (incorporating a pollen zone scheme for the non-specialist)","New Phytologist","Peat",39.32,10938.81,"pollen",115,8,"this compilation"
"382",382,24.833,65.916,"SO90_56KA","SO90_56KA.Doose-Rolinski.2001.lpd",-695,"Indian Ocean>Arabian Sea","Indian Ocean>Arabian Sea","Doose-Rolinski, Heidi; Rogalla, Ulf; Scheeder, Georg; L _ckge, Andreas; von Rad, Ulrich",2001,"High-resolution temperature and evaporation changes during the Late Holocene in the northeastern Arabian Sea","Paleoceanography","MarineSediment",6,4883,"alkenone",234,9,"10.1594/PANGAEA.713643,10.1594/PANGAEA.713641"
"383",383,67.81,29.28,"Sokli","Sokli.Shala.2017.lpd",220,"Europe>Northern Europe>Scandinavia>Finland","Europe>Northern Europe>Scandinavia>Finland","Shala, Shyhrete; Helmens, Karin F; Luoto, Tomi P; Salonen, J Sakari; V _liranta, Minna; Weckstr̦m, Jan",2017,"Comparison of quantitative Holocene temperature reconstructions using multiple proxies from a northern boreal lake","The Holocene","LakeSediment",0,10826.5493,"chironomid",71,9,"this compilation"
"384",384,-27.2415,28.5447,"South African Summer Rainfall Zone","SouthAfricanRainfallZone.Chevalier.2015.lpd",1500,"Africa>Southern Africa>South Africa","Africa>Southern Africa>South Africa","Chevalier, Manuel; Chase, Brian M.",2015,"Southeast African records reveal a coherent shift from high- to low-latitude forcing mechanisms along the east African margin across last glacial   interglacial transition","Quaternary Science Reviews","Peat",0,12000,"pollen",121,NA,"this compilation"
"385",385,33.7689,-116.66,"Southern California","SouthernCalifornia.Ohlwein.2012.lpd",2399,"North America>United States Of America>California","North America>United States Of America>California","Ohlwein, Christian; Wahl, Eugene R.",2012,"Review of probabilistic pollen-climate transfer methods","Quaternary Science Reviews","Peat",10469,11446,NA,0,9,"this compilation"
"386",386,-42,172,"South Island","SouthIsland.Williams.2005.lpd",990,"Australia/New Zealand>New Zealand","Australia/New Zealand>New Zealand","Williams, P.W.; King, D.N.T.; Zhao, J.-X.; Collerson, K.D.",2005,"Late Pleistocene to Holocene composite speleothem 18O and 13C chronologies from South Island, New Zealand   did a global Younger Dryas really exist?","Earth and Planetary Science Letters","Speleothem",508.015,29876,NA,0,8,"www.ncdc.noaa.gov/paleo/study/9792"
"387",387,66.62,13.68,"Soylegrotta","Soylegrotta.Lauritzen.1999.lpd",280,"Europe>Northern Europe>Scandinavia>Norway","Europe>Northern Europe>Scandinavia>Norway","Lauritzen, Stein-Erik; Lundberg, Joyce",1999,"Calibration of the speleothem delta function: An absolute temperature record for the Holocene in northern Norway","The Holocene","Speleothem",136.503,9955.222,"d18O",243,15,"www.ncdc.noaa.gov/paleo/study/15444"
"388",388,47.1167,11.6667,"Spannagel","Spannagel.Fohlmeister.2012.lpd",2524,"Europe>Western Europe>Austria","Europe>Western Europe>Austria","Fohlmeister, Jens; Vollweiler, Nicole; Sp̦tl, Christoph; Mangini, Augusto",2013,"COMNISPA II: Update of a mid-European isotope climate record, 11 ka to present","The Holocene","Speleothem",-13,9930.6,NA,0,17,"www.ncdc.noaa.gov/paleo/study/14510"
"389",389,41.24,-74.2,"Spruce Pond","SprucePond.Shuman.2016.lpd",223,"North America>United States Of America>New York","North America>United States Of America>New York","Shuman, Bryan N.; Marsicek, Jeremiah",2016,"The structure of Holocene climate change in mid-latitude North America","Quaternary Science Reviews","LakeSediment",100,29248,"pollen",178,10,"this compilation"
"390",390,56.58,32.92,"Staroselsky Moch","StaroselskyMoch.Novenko.2018.lpd",255,"Europe>Eastern Europe>Russian Federation","Europe>Eastern Europe>Russian Federation","Novenko, E Yu; Tsyganov, A N; Olchev, A V",2018,"Palaeoecological data as a tool to predict possible future vegetation changes in the boreal forest zone of European Russia: A case study from the Central Forest Biosphere Reserve","IOP Conference Series: Earth and Environmental Science","Peat",-19,9792,"pollen",56,9,"this compilation"
"391",391,70.6328,-135.8803,"Station 803","Station803.Bringue.2012.lpd",-218,"Arctic Ocean>Beaufort Sea","Arctic Ocean>Beaufort Sea","Bringu̩, Manuel; Rochon, Andr̩",2012,"Late Holocene paleoceanography and climate variability over the Mackenzie Slope (Beaufort Sea, Canadian Arctic)","Marine Geology","MarineSediment",256.45,4589.6,NA,63,NA,"www.ncdc.noaa.gov/paleo/study/27910"
"392",392,46.4962,9.8689,"Stazersee","Stazersee.Heiri.2015.lpd",1809,"Europe>Western Europe>Switzerland","Europe>Western Europe>Switzerland","Heiri, Oliver; Ilyashuk, Boris; Millet, Laurent; Samartin, St̩phanie; Lotter, Andr̩ F",2015,"Stacking of discontinuous regional palaeoclimate records: Chironomid-based summer temperatures from the alpine region","The Holocene","LakeSediment",2527.375,10497.529,"chironomid",94,NA,"this compilation"
"393",393,46.97,-94.68,"Steel","Steel.Shuman.2016.lpd",415,"North America>United States Of America>Minnesota","North America>United States Of America>Minnesota","Shuman, Bryan N.; Marsicek, Jeremiah",2016,"The structure of Holocene climate change in mid-latitude North America","Quaternary Science Reviews","LakeSediment",-50.98,12300,"pollen",125,10,"this compilation"
"394",394,39.005,-114.32,"Stella Lake","StellaLake.Reinemann.2009.lpd",3170,"North America>United States Of America>Nevada","North America>United States Of America>Nevada","Reinemann, Scott A.; Porinchu, David F.; Bloom, Amy M.; Mark, Bryan G.; Box, Jason E.",2009,"A multi-proxy paleolimnological reconstruction of Holocene climate conditions in the Great Basin, United States","Quaternary Research","LakeSediment",NA,NA,"chironomid",101,8,"this compilation"
"395",395,42.63,26.77,"Straldzha mire","Straldzhamire.Tonkov.2009.lpd",137,"Europe>Eastern Europe>Bulgaria","Europe>Eastern Europe>Bulgaria","Tonkov, Spassimir; Bozilova, Elissaveta; Jungner, H̦gne",2009,"7. Mire Straldza (southeastern Bulgaria): Late Holocene vegetation history","Grana","Peat",-57.07,4366.56,"pollen",28,6,"this compilation"
"396",396,54.03,28.1,"Sudoble Lake","SudobleLake.Elovicheva.1985.lpd",165,"Europe>Eastern Europe>Belarus","Europe>Eastern Europe>Belarus","Elovicheva, Ya.K.; Bogdel, I.I.",1985,"Novye razrezy golosena Belarusi [New Holocene sections of Byelorussia]","Geologicheskoe stroenie osadochnoi tolshchi Belorussii [Geological composition of sedimentary sequence of Byelorussia]","LakeSediment",487.75,10837.33,"pollen",61,6,"this compilation"
"397",397,41.39,-74.2,"Sutherland","Sutherland.Shuman.2016.lpd",129,"North America>United States Of America>New York","North America>United States Of America>New York","Shuman, Bryan N.; Marsicek, Jeremiah",2016,"The structure of Holocene climate change in mid-latitude North America","Quaternary Science Reviews","LakeSediment",44.4444,31850.16,"pollen",183,10,"this compilation"
"398",398,76.895,15.676,"Svartvatnet-Svalbard","Svartvatnet-Svalbard.Luoto.2018.lpd",63,"Atlantic Ocean>North Atlantic Ocean>Svalbard And Jan Mayen","Atlantic Ocean>North Atlantic Ocean>Svalbard And Jan Mayen","Luoto, Tomi P.; Ojala, Antti E. K.; Arppe, Laura; Brooks, Stephen J.; Kurki, Eija; Oksman, Mimmi; Wooller, Matthew J.; Zaj  czkowski, Marek",2018,"Synchronized proxy-based temperature reconstructions reveal mid- to late Holocene climate oscillations in high arctic Svalbard","Journal of Quaternary Science","LakeSediment",0,5555,"chironomid",41,8,"this compilation"
"399",399,53.67,8.73,"Swienskuhle DAH III","SwienskuhleDAHIII.Behre.1986.lpd",5,"Europe>Western Europe>Germany","Europe>Western Europe>Germany","Behre, K.E.; Kucan, D.",1986,"Die Reflektion archaeologisch bekannter Siedlungen in Pollendiagrammen verschiedener Entfernung. - Beispiele aus der Siedlungskammer Floegeln, Nordwestdeutschland","Anthropogenic indicators in pollen diagrams","Peat",317.38,7168.22,"pollen",72,6,"10.1594/PANGAEA.739876"
"400",400,52.54,17.6,"Swietokrzyskie Lake","SwietokrzyskieLake.Makohonienko.1991.lpd",103,"Europe>Eastern Europe>Poland","Europe>Eastern Europe>Poland","Makohonienko, M.",1991,"Untitled","Wstep do paleoecologi lednideiego parku Krajobvazowego","LakeSediment",-1.4,10811.15,"pollen",175,6,"this compilation"
"401",401,49.63,21.1,"Szymbark","Szymbark.Szczepanek.1989.lpd",465,"Europe>Eastern Europe>Poland","Europe>Eastern Europe>Poland","Szczepanek, K.",1989,"Type region P-c: Low Beskidy Mountains","Acta Palaeobotanica","Peat",259.8,10319.83,"pollen",96,6,"this compilation"
"402",402,-72.82,159.18,"TALDICE","TALDICE.Mezgec.2017.lpd",2315,"Antarctica","Antarctica","Mezgec, K.; Stenni, B.; Crosta, X.; Masson-Delmotte, V.; Baroni, C.; Braida, M.; Ciardini, V.; Colizza, E.; Melis, R.; Salvatore, M. C.; Severi, M.; Scarchilli, C.; Traversi, R.; Udisti, R.; Frezzotti, M.",2017,"Holocene sea ice variability driven by wind and polynya efficiency in the Ross Sea","Nature Communications","GlacierIce",-41,12015,NA,0,NA,"www.ncdc.noaa.gov/paleo/study/22590"
"403",403,54.92,-2.71,"Talkin Tarn","TalkinTarn.Langdon.2004.lpd",130,"Europe>Northern Europe>British Isles>United Kingdom","Europe>Northern Europe>British Isles>United Kingdom","Langdon, P.G.; Barber, K.E.; Lomas-Clarke (previously Morriss), S.H.",2004,"Reconstructing climate and environmental change in northern England through chironomid and pollen analyses: Evidence from Talkin Tarn, Cumbria","Journal of Paleolimnology","LakeSediment",121.316,5758.571,"chironomid",34,9,"this compilation"
"404",404,12,37.3,"TanaLake","TanaLake.Loomis.2015.lpd",1830,"Africa>Eastern Africa>Ethiopia","Africa>Eastern Africa>Ethiopia","Loomis, Shannon E.; Russell, James M.; Lamb, Henry F.",2015,"Northeast African temperature variability since the Late Pleistocene","Palaeogeography, Palaeoclimatology, Palaeoecology","LakeSediment",397.063,16052.941,"GDGT",65,12,"this compilation"
"405",405,-6.72,29.83,"Tanganyika","Tanganyika.Tierney.2008.lpd",773,"Africa>Eastern Africa>Lake Tanganyika","Africa>Eastern Africa>Lake Tanganyika","Tierney, J. E.; Russell, J. M.; Huang, Y.; Damste, J. S. S.; Hopmans, E. C.; Cohen, A. S.",2008,"Northern Hemisphere controls on tropical southeast African climate during the past 60,000 years","Science","LakeSediment",1313,59454,"GDGT",210,9,"www.ncdc.noaa.gov/paleo/study/6206"
"406",406,67.6667,-149.075,"Tangled Up Lake","TangledUpLake.Anderson.2001.lpd",440,"North America>United States Of America>Alaska","North America>United States Of America>Alaska","Anderson, Lesleigh; Abbott, Mark B.; Finney, Bruce P.",2001,"Holocene climate inferred from oxygen isotope ratios in lake sediments, central Brooks Range, Alaska","Quaternary Research","LakeSediment",0,6757,NA,0,8,"www.ncdc.noaa.gov/paleo/study/5469"
"407",407,49.7,21.62,"Tarnowiec","Tarnowiec.Harmata.1987.lpd",220,"Europe>Eastern Europe>Poland","Europe>Eastern Europe>Poland","Harmata, K.",1987,"Late-glacial and Holocene history of vegetation at Roztoki and Tarnowiec near Jaslo (Jaslo-Sanok Depression)","Acta Palaeobotanica","Peat",475.16,10713.88,"pollen",53,6,"this compilation"
"408",408,45.3964,22.9017,"Taul dintre Brazi","TauldintreBrazi.Toth.2015.lpd",1740,"Europe>Eastern Europe>Romania","Europe>Eastern Europe>Romania","T _th, M _nika; Magyari, Enik   K; Buczk _, Krisztina; Braun, Mih  ly; Panagiotopoulos, Konstantinos; Heiri, Oliver",2015,"Chironomid-inferred Holocene temperature changes in the south Carpathians (Romania)","The Holocene","LakeSediment",2050,12027.985,"chironomid",122,7,"this compilation"
"409",409,47.5739,24.545,"Taul Muced","TaulMuced.Diaconu.2017.lpd",1360,"Europe>Eastern Europe>Romania","Europe>Eastern Europe>Romania","Diaconu, Andrei-Cosmin; T _th, M _nika; Lamentowicz, Mariusz; Heiri, Oliver; Kuske, Eliza; Tan    u, Ioan; Panait, Andrei-Marian; Braun, Mih  ly; Feurdean, Angelica",2017,"How warm? How wet? Hydroclimate reconstruction of the past 7500 years in northern Carpathians, Romania","Palaeogeography, Palaeoclimatology, Palaeoecology","LakeSediment",-60,6625,"chironomid",60,8,"this compilation"
"410",410,62.05,129.48,"Temje","Temje.Nazarova.2013.lpd",217,"Europe>Eastern Europe>Russian Federation","Europe>Eastern Europe>Russian Federation","Nazarova, Larisa; L _pfert, Herman; Subetto, Dmitry; Pestryakova, Ludmila; Diekmann, Bernhard",2013,"Holocene climate conditions in central Yakutia (eastern Siberia) inferred from sediment composition and fossil chironomids of Lake Temje","Quaternary International","LakeSediment",NA,NA,"chironomid",42,7,"this compilation"
"411",411,26.63,99.72,"Tiancai Lake","TiancaiLake.Zhang.2017.lpd",3900,"Asia>Eastern Asia>China","Asia>Eastern Asia>China","Zhang, Enlou; Chang, Jie; Cao, Yanmin; Sun, Weiwei; Shulmeister, James; Tang, Hongqu; Langdon, Peter G.; Yang, Xiangdong; Shen, Ji",2017,"Holocene high-resolution quantitative summer temperature reconstruction based on subfossil chironomids from the southeast margin of the Qinghai-Tibetan Plateau","Quaternary Science Reviews","LakeSediment",-57.817,12053,"chironomid",221,8,"this compilation"
"412",412,32.9,-4.65,"Tigalmamine","Tigalmamine.Cheddadi.1998.lpd",1630,"Africa>Northern Africa>Morocco","Africa>Northern Africa>Morocco","Cheddadi, R.; Lamb, H. F.; Guiot, J.; van der Kaars, S.",1998,"Holocene climatic change in Morocco: A quantitative reconstruction from pollen data","Climate Dynamics","LakeSediment",-26,12278,"pollen",109,8,"this compilation"
"413",413,66.3476,-104.9457,"Lake TK2","TK2.Porinchu.2019.lpd",241,"North America>Canada>Nunavut","North America>Canada>Nunavut","Porinchu, David F.; MacDonald, Glen M.; Moser, Katrina A.; Rolland, Nicolas; Kremenetski, Konstantin; Sepp _, Heikki; R _hland, Kathleen M.",2019,"Evidence of abrupt climate change at 9.3 ka and 8.2 ka in the central Canadian Arctic: Connection to the North Atlantic and Atlantic Meridional Overturning Circulation","Quaternary Science Reviews","LakeSediment",-46,9980,"chironomid",58,6,"this compilation"
"414",414,-50,6,"TN057-17","TN057-17.Nielsen.2004.lpd",-3700,"Atlantic Ocean>South Atlantic Ocean","Atlantic Ocean>South Atlantic Ocean","Nielsen, Simon H.H.; Ko̤, Nal̢n; Crosta, Xavier",2004,"Holocene climate in the Atlantic sector of the Southern Ocean: Controlled by insolation or oceanic circulation?","Geology","MarineSediment",0,12563.16,"diatom",283,14,"www.ncdc.noaa.gov/paleo/study/8456"
"415",415,40.8656,-124.573,"TN062-0550","TN062-0550.Barron.2018.lpd",-569,NA,"Pacific Ocean>North Pacific Ocean","Barron, John A.; Bukry, David; Heusser, Linda E.; Addison, Jason A.; Alexander, Clark R.",2018,"High-resolution climate of the past   _7300 years of coastal northernmost California: Results from diatoms, silicoflagellates, and pollen","Quaternary International","MarineSediment",263.5,7331.82,NA,NA,8,"this compilation"
